Start,Duration,Class of Type,Event Type,Kind of Object,Event Object,Comment,Tag,Status
2021-08-15 13:30,30,Unclassified,Circadian,Unclassified,,"The Christmas Bow
With Ed and Pamy",,Done
2021-08-15 14:00,60,Unclassified,Consume,Unclassified,Movies ,"The Christmas Bow
With Ed and Pamy",,Done
2021-08-15 15:00,60,Unclassified,Consume,Unclassified,Mobile,Twitter in bed,,Done
2021-08-15 16:00,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria 
Transit Home to Sentosa",,Done
2021-08-15 16:30,180,Unclassified,Connect,Unclassified,Friends,"Chetna, Malini
Ola Beach Club",,Done
2021-08-15 19:30,30,Unclassified,Connect,Unclassified,Friends,"Malini, Chetna
Waiting for our cabs",,Done
2021-08-15 20:00,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria 
Transit Harbourfront to Home",,Done
2021-08-15 20:30,30,Unclassified,Consume,Unclassified,Books,Property,,Done
2021-08-15 21:00,30,Unclassified,Consume,Unclassified,Books,We are not born submissive ,,Done
2021-08-15 21:30,30,Unclassified,Consume,Unclassified,Mobile,Anatomy notebook for Taylor,,Done
2021-08-15 22:00,30,Unclassified,Consume,Unclassified,Books,We are not born submissive ,,Done
2021-08-15 22:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-15 23:00,480,Unclassified,Circadian,Unclassified,,,,Done
2021-08-16 07:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-16 08:00,30,Unclassified,Consume,Unclassified,Podcast, BBC World News,,Done
2021-08-16 08:30,30,Unclassified,Care,Unclassified,Running,"3.5KM Novena
No Stupid Questions",,Done
2021-08-16 09:00,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-08-16 09:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-16 10:00,30,Unclassified,Career,Unclassified,Project,Aampe Prep,,Done
2021-08-16 10:30,30,Unclassified,Consume,Unclassified,Podcast,"Lovett or Leave It
Laundry",,Done
2021-08-16 11:00,30,Unclassified,Career,Unclassified,Meeting,Bern 1:1,,Done
2021-08-16 11:30,30,Unclassified,Career,Unclassified,Reports,Trident Experimental Campaign Research,,Done
2021-08-16 12:00,60,Unclassified,Consume,Unclassified,Movies ,Grace and Drankie,,Done
2021-08-16 13:00,60,Unclassified,Career,Unclassified,Reports,Trident Experimental Campaigns Newsletter,,Done
2021-08-16 14:00,30,Unclassified,Consume,Unclassified,Mobile,Calm and Meditate,,Done
2021-08-16 14:30,60,Unclassified,Consume,Unclassified,Books,"Doughnut Economics
Vacuum ",,Done
2021-08-16 15:30,30,Unclassified,Consume,Unclassified,Books,Property,,Done
2021-08-16 16:00,30,Unclassified,Consume,Unclassified,Books,We are not born submissive ,,Done
2021-08-16 16:30,30,Unclassified,Consume,Unclassified,Podcast,"Lovett or Leave It
Getting ready for date",,Done
2021-08-16 17:00,30,Unclassified,Consume,Unclassified,Podcast,Multiamory,,Done
2021-08-16 17:30,30,Unclassified,Consume,Unclassified,Podcast,"Multiamory
Transit home to Haji Lane",,Done
2021-08-16 18:00,120,Unclassified,Connect,Unclassified,Partner,Good luck beers ,,Done
2021-08-16 20:00,60,Unclassified,Connect,Unclassified,Partner,Food republic ayam penyet,,Done
2021-08-16 21:00,30,Unclassified,Connect,Unclassified,Partner,"Transit city hall to Clementi 
Discussing buckets of time and novelty va security ",,Done
2021-08-16 21:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-08-16 22:00,60,Unclassified,Consume,Unclassified,Books,,,Done
2021-08-16 23:00,270,Unclassified,Circadian,Unclassified,,,,Done
2021-08-17 03:30,30,Unclassified,Connect,Unclassified,Partner,Chili cuddles ,,Done
2021-08-17 04:00,210,Unclassified,Circadian,Unclassified,,,,Done
2021-08-17 07:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-08-17 08:00,30,Unclassified,Care,Unclassified,Running,,,Done
2021-08-17 08:30,30,Unclassified,Connect,Unclassified,Partner,Breakfast prep,,Done
2021-08-17 09:00,30,Unclassified,Connect,Unclassified,Partner,"Breakfast
The economist on Cuba",,Done
2021-08-17 09:30,30,Unclassified,Consume,Unclassified,Podcast,"BBC World News
Transit Clementi to Home",,Done
2021-08-17 10:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-17 10:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-17 11:00,30,Unclassified,Consume,Unclassified,Mobile,SingTel bill payment ,,Done
2021-08-17 11:30,30,Unclassified,Career,Unclassified,Meeting,Support Group,,Done
2021-08-17 12:00,30,Unclassified,Consume,Unclassified,Mobile,Calm and stretch ,,Done
2021-08-17 12:30,30,Unclassified,Consume,Unclassified,Books,We are not born submissive ,,Done
2021-08-17 13:00,30,Unclassified,Career,Unclassified,Meeting,Aampe Next Steps,,Done
2021-08-17 13:30,30,Unclassified,Career,Unclassified,Meeting,Dot com Catch up with Ze,,Done
2021-08-17 14:00,30,Unclassified,Career,Unclassified,Meeting,Hui Ling 1:1,,Done
2021-08-17 14:30,30,Unclassified,Career,Unclassified,Meeting,Mex Fun Times,,Done
2021-08-17 15:00,30,Unclassified,Career,Unclassified,Meeting,Research Analytics Questions,,Done
2021-08-17 15:30,30,Unclassified,Career,Unclassified,Meeting,1:1 Adrian,,Done
2021-08-17 16:00,30,Unclassified,Career,Unclassified,Reports,Trident Newsletter: Upcoming ,,Done
2021-08-17 16:30,30,Unclassified,Consume,Unclassified,Books,We are not born submissive,,Done
2021-08-17 17:00,30,Unclassified,Consume,Unclassified,Podcast,Inappropriate Questions: Single,,Done
2021-08-17 17:30,30,Unclassified,Consume,Unclassified,Podcast,Pod Save America,,Done
2021-08-17 18:00,30,Unclassified,Consume,Unclassified,Podcast,"Pod Save America
Laser At Strip",,Done
2021-08-17 18:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod Save America
Greendot",,Done
2021-08-17 19:00,30,Unclassified,Connect,Unclassified,Friends,"Dinner with Cynch
Greendot",,Done
2021-08-17 19:30,30,Unclassified,Connect,Unclassified,Friends,"Grocery with Cynch
Cold Storage",,Done
2021-08-17 20:00,30,Unclassified,Consume,Unclassified,Podcast,"Pod Save America
Transit Dhoby Ghaut to Home",,Done
2021-08-17 20:30,30,Unclassified,Create,Unclassified,Cooking,"Coconut Curry Prep
Pod Save America, Sway",,Done
2021-08-17 21:00,30,Unclassified,Create,Unclassified,Cooking,"Coconut curry Prep
Sway",,Done
2021-08-17 21:30,60,Unclassified,Consume,Unclassified,Books,We are not born submissive,,Done
2021-08-17 22:30,30,Unclassified,Consume,Unclassified,Books,Capital,,Done
2021-08-17 23:00,60,Unclassified,Connect,Unclassified,Therapy,,,Done
2021-08-18 00:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-18 00:30,510,Unclassified,Circadian,Unclassified,,,,Done
2021-08-18 09:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-18 10:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-18 10:30,30,Unclassified,Create,Unclassified,Cooking,,,Done
2021-08-18 11:00,120,Unclassified,Create,Unclassified,Financials,Stock Research ,,Done
2021-08-18 13:00,60,Unclassified,Career,Unclassified,Meeting,UCD Design Shadowing,,Done
2021-08-18 14:00,60,Unclassified,Create,Unclassified,Financials,Stock Research ,,Done
2021-08-18 15:00,30,Unclassified,Consume,Unclassified,Podcast,"No Stupid Questions
Transit Home to Toa Payoh",,Done
2021-08-18 15:30,30,Unclassified,Care,Unclassified,Walking,"Meals on Wheels Delivery
BBC The Climate Question",,Done
2021-08-18 16:00,30,Unclassified,Care,Unclassified,Walking,"Transit Toa Payoh to Novena
The Happiness Lab",,Done
2021-08-18 16:30,30,Unclassified,Consume,Unclassified,Podcast,"Sway 
Grocery Novena Square, United Square",,Done
2021-08-18 17:00,30,Unclassified,Consume,Unclassified,Podcast,Hidden Brain,,Done
2021-08-18 17:30,30,Unclassified,Create,Unclassified,Cooking,"Breakfast Prep
Multiamory ",,Done
2021-08-18 18:00,30,Unclassified,Consume,Unclassified,Podcast,"Multiamory
Packing",,Done
2021-08-18 18:30,30,Unclassified,Consume,Unclassified,Podcast,"Hidden Brain
Getting ready for RADAR",,Done
2021-08-18 19:00,30,Unclassified,Consume,Unclassified,Music,"Spotify 
Taylor’s On track charter
Transit Home to Holland Village",,Done
2021-08-18 19:30,30,Unclassified,Consume,Unclassified,Books,"Unwinding Anxiety
Transit To Holland Village",,Done
2021-08-18 20:00,90,Unclassified,Connect,Unclassified,Partner,Dinner,,Done
2021-08-18 21:30,30,Unclassified,Connect,Unclassified,Partner,Transit to Clementi,,Done
2021-08-18 22:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-08-18 22:30,30,Unclassified,Connect,Unclassified,Partner,RADAR Check In,,Done
2021-08-18 23:00,360,Unclassified,Circadian,Unclassified,,,,Done
2021-08-19 05:00,30,Unclassified,Connect,Unclassified,Partner,Chili cuddles ,,Done
2021-08-19 05:30,150,Unclassified,Circadian,Unclassified,,,,Done
2021-08-19 08:00,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-08-19 08:30,30,Unclassified,Connect,Unclassified,Partner,"Ezra Klein Show
shower, Breakfast Prep",,Done
2021-08-19 09:00,30,Unclassified,Connect,Unclassified,Partner,,,Done
2021-08-19 09:30,30,Unclassified,Consume,Unclassified,Mobile,"Duolingo, Journals, Calm
Transit Clementi to Work",,Done
2021-08-19 10:00,30,Unclassified,Consume,Unclassified,Podcast,"Hidden Brain 
Transit Clementi to Work",,Done
2021-08-19 10:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-19 11:00,30,Unclassified,Create,Unclassified,Governance,RADAR action item: create form,,Done
2021-08-19 11:30,30,Unclassified,Career,Unclassified,Meeting,Owais 1:1,,Done
2021-08-19 12:00,60,Unclassified,Connect,Unclassified,Colleagues,Lunch with Adrian,,Done
2021-08-19 13:00,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-19 13:30,30,Unclassified,Career,Unclassified,Meeting,Aampe internal Briefing,,Done
2021-08-19 14:00,30,Unclassified,Career,Unclassified,Project,Aampe Post-Meeting Notes,,Done
2021-08-19 14:30,30,Unclassified,Consume,Unclassified,Podcast,BBC world news ,,Done
2021-08-19 15:00,60,Unclassified,Career,Unclassified,Meeting,Adrian 1:1,,Done
2021-08-19 16:00,30,Unclassified,Career,Unclassified,Meeting,MTPO,,Done
2021-08-19 16:30,30,Unclassified,Career,Unclassified,Meeting,MTSO,,Done
2021-08-19 17:00,60,Unclassified,Career,Unclassified,Meeting,Comms Leads,,Done
2021-08-19 18:00,30,Unclassified,Consume,Unclassified,Books,"Unwinding Anxiety 
Transit Work to Berny",,Done
2021-08-19 18:30,30,Unclassified,Care,Unclassified,Walking,"Transit Tan Kah Kee to Dleedon
Pod Save the World",,Done
2021-08-19 19:00,120,Unclassified,Connect,Unclassified,Friends,,,Done
2021-08-19 21:00,60,Unclassified,Consume,Unclassified,Podcast,"Pod save the world
Transit Dleedon to Home",,Done
2021-08-19 22:00,30,Unclassified,Consume,Unclassified,YouTube,"Last week tonight
Packing and wrapping ",,Done
2021-08-19 22:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-19 23:00,30,Unclassified,Consume,Unclassified,Books,Hello World,,Done
2021-08-19 23:30,450,Unclassified,Circadian,Unclassified,,,,Done
2021-08-20 07:00,30,Unclassified,Consume,Unclassified,Mobile,"Calm, Duolingo ",,Done
2021-08-20 07:30,30,Unclassified,Consume,Unclassified,Podcast,"BBC World News 
Coffee run",,Done
2021-08-20 08:00,30,Unclassified,Create,Unclassified,Cooking,"Breakfast Prep
BBC World News, Pod Save the World",,Done
2021-08-20 08:30,60,Unclassified,Connect,Unclassified,Partner,"Breakfast
Pod save the world ",,Done
2021-08-20 09:30,60,Unclassified,Connect,Unclassified,Partner,"Afghan x DIMRAND discussion 
Pei Chi mentions on fights re: populism ",,Done
2021-08-20 10:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-20 11:00,30,Unclassified,Career,Unclassified,Reports,"Trident Newsletter 
SORT highlights",,Done
2021-08-20 11:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-20 12:00,30,Unclassified,Consume,Unclassified,Books,"Unwinding Anxiety, Hello World",,Done
2021-08-20 12:30,30,Unclassified,Consume,Unclassified,Magazine,"Fast Company, Winter 2020",,Done
2021-08-20 13:00,30,Unclassified,Connect,Unclassified,Partner,Sex and Gift Giving,,Done
2021-08-20 13:30,30,Unclassified,Connect,Unclassified,Partner,"Lunch 
Coconut cauliflower curry",,Done
2021-08-20 14:00,30,Unclassified,Connect,Unclassified,Partner,Executive Function Discussion,,Done
2021-08-20 14:30,30,Unclassified,Consume,Unclassified,Podcast,"Pod Save America
Washing dishes ",,Done
2021-08-20 15:00,30,Unclassified,Consume,Unclassified,Magazine,Fast Company Feb/Mar 2021,,Done
2021-08-20 15:30,30,Unclassified,Career,Unclassified,Governance,,,Done
2021-08-20 16:00,30,Unclassified,Consume,Unclassified,Books,Capital ,,Done
2021-08-20 16:30,30,Unclassified,Career,Unclassified,Reports,Hada research reading ,,Done
2021-08-20 17:00,30,Unclassified,Create,Unclassified,Financials,"Fast Company
Company Listings",,Done
2021-08-20 17:30,30,Unclassified,Consume,Unclassified,Mobile,Harmonidesk research  ,,Done
2021-08-20 18:00,30,Unclassified,Connect,Unclassified,Partner,"Life satisfaction index discussion 
Signing of contract ",,Done
2021-08-20 18:30,60,Unclassified,Connect,Unclassified,Partner,Transit to Tanjong Pagar,,Done
2021-08-20 19:30,60,Unclassified,Connect,Unclassified,Partner,Dinner at Muchachos,,Done
2021-08-20 20:30,60,Unclassified,Connect,Unclassified,Partner,Drinks at Freehouse ,,Done
2021-08-20 21:30,30,Unclassified,Consume,Unclassified,Books,"Unwinding anxiety 
Transit Telok Ayer to Clementi ",,Done
2021-08-20 22:00,30,Unclassified,Connect,Unclassified,Partner,Transit Clementi to Home,,Done
2021-08-20 22:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-08-20 23:00,30,Unclassified,Consume,Unclassified,Books,Hello World,,Done
2021-08-20 23:30,480,Unclassified,Circadian,Unclassified,,,,Done
2021-08-21 07:30,30,Unclassified,Connect,Unclassified,Partner,Sex,,Done
2021-08-21 08:00,30,Unclassified,Connect,Unclassified,Partner,Chili Cuddles,,Done
2021-08-21 08:30,30,Unclassified,Care,Unclassified,Running,"3.5KM, Clementi Loop
Keep It ",,Done
2021-08-21 09:00,30,Unclassified,Connect,Unclassified,Partner,"Breakfast Prep
Going through notebooks ",,Done
2021-08-21 09:30,30,Unclassified,Connect,Unclassified,Partner,"Breakfast, Laundry
No Stupid Questions ",,Done
2021-08-21 10:00,30,Unclassified,Connect,Unclassified,Partner,"Shower, Sex",,Done
2021-08-21 10:30,90,Unclassified,Connect,Unclassified,Partner,Neil Hickem Birthday Video Shoot,,Done
2021-08-21 12:00,30,Unclassified,Connect,Unclassified,Partner,Neil Hickem Birthday Video Editing,,Done
2021-08-21 12:30,30,Unclassified,Connect,Unclassified,Partner,Neil Hickem Video viewing and uploading ,,Done
2021-08-21 13:00,30,Unclassified,Consume,Unclassified,Books,"Hello World
Transit Clementi to Bugis",,Done
2021-08-21 13:30,30,Unclassified,Connect,Unclassified,Partner,Transit Clementi to Bugis,,Done
2021-08-21 14:00,30,Unclassified,Consume,Unclassified,YouTube,"Colbert monologues
Greendot Lunch",,Done
2021-08-21 14:30,30,Unclassified,Consume,Unclassified,Podcast,"Keep it 
Transit Bugis to Home",,Done
2021-08-21 15:00,30,Unclassified,Consume,Unclassified,Podcast,"Keep It
Vacuum ",,Done
2021-08-21 15:30,90,Unclassified,Circadian,Unclassified,,,,Done
2021-08-21 17:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-21 18:00,30,Unclassified,Consume,Unclassified,Podcast,"BBC World News, Slate What Next",,Done
2021-08-21 18:30,30,Unclassified,Care,Unclassified,Walking,"Transit to Newton
What a Day",,Done
2021-08-21 19:00,210,Unclassified,Connect,Unclassified,Colleagues,Dinner with Mallely and German,,Done
2021-08-21 22:30,30,Unclassified,Care,Unclassified,Walking,"Transit to Home
BBC the real story ",,Done
2021-08-21 23:00,30,Unclassified,Consume,Unclassified,Books,Capital,,Done
2021-08-21 23:30,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-22 00:00,360,Unclassified,Circadian,Unclassified,,,,Done
2021-08-22 06:00,30,Unclassified,Consume,Unclassified,Mobile,"Calm, Duolingo
Getting ready for hike ",,Done
2021-08-22 06:30,60,Unclassified,Consume,Unclassified,Podcast,"Hysteria
Transit Home to Chestnut",,Done
2021-08-22 07:30,90,Unclassified,Care,Unclassified,Hiking,"Chestnut Park
With chetna and Malini ",,Done
2021-08-22 09:00,30,Unclassified,Connect,Unclassified,Friends,Coffee with chetna and Malini ,,Done
2021-08-22 09:30,30,Unclassified,Connect,Unclassified,Friends,Transit Hillview to Tanglin,,Done
2021-08-22 10:00,30,Unclassified,Consume,Unclassified,Podcast,"Hysteria
Transit Tanglin to Home",,Done
2021-08-22 10:30,30,Unclassified,Consume,Unclassified,Podcast,"The Waves
Prepping for Beach",,Done
2021-08-22 11:00,30,Unclassified,Connect,Unclassified,Friends,"Cynch Birthday
Transit to Sentosa ",,Done
2021-08-22 11:30,30,Unclassified,Consume,Unclassified,Books,Unwinding Anxiety,,Done
2021-08-22 12:00,30,Unclassified,Connect,Unclassified,Friends,Lunch! Paella,,Done
2021-08-22 12:30,30,Unclassified,Consume,Unclassified,Books,Unwinding Anxiety,,Done
2021-08-22 13:00,30,Unclassified,Circadian,Unclassified,,,,Done
2021-08-22 13:30,30,Unclassified,Consume,Unclassified,Books,Unwinding Anxiety,,Done
2021-08-22 14:00,30,Unclassified,Connect,Unclassified,Friends,,,Done
2021-08-22 14:30,30,Unclassified,Connect,Unclassified,Friends,"Rainy End with Cynch 
Transit Sentosa to Home",,Done
2021-08-22 15:00,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-08-22 15:30,30,Unclassified,Connect,Unclassified,Friends,Call with Sayaka,,Done
2021-08-22 16:00,30,Unclassified,Consume,Unclassified,Books,Hello World,,Done
2021-08-22 16:30,30,Unclassified,Circadian,Unclassified,,,,Done
2021-08-22 17:00,30,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-22 17:30,30,Unclassified,Create,Unclassified,Cooking,"Fried rice
Grey’s anatomy",,Done
2021-08-22 18:00,90,Unclassified,Consume,Unclassified,Movies ,Grey’s Anstomy ,,Done
2021-08-22 19:30,30,Unclassified,Career,Unclassified,Troubleshoot,Delete Requests,,Done
2021-08-22 20:00,90,Unclassified,Consume,Unclassified,Movies ,Grey’s Anstomy ,,Done
2021-08-22 21:30,30,Unclassified,Consume,Unclassified,Books,Capital,,Done
2021-08-22 22:00,30,Unclassified,Consume,Unclassified,Books,Unwinding Anxiety ,,Done
2021-08-22 22:30,30,Unclassified,Consume,Unclassified,Books,Hello World,,Done
2021-08-22 23:00,540,Unclassified,Circadian,Unclassified,,,,Done
2021-08-23 08:00,60,Unclassified,Consume,Unclassified,Mobile,,,Done
2021-08-23 09:00,30,Unclassified,Care,Unclassified,Running,3.5KM ,,Done
2021-08-23 09:30,30,Unclassified,Care,Unclassified,Hygiene,,,Done
2021-08-23 10:00,30,Unclassified,Consume,Unclassified,Podcast,Lovett or Leave It,,Done
2021-08-23 10:30,30,Unclassified,Connect,Unclassified,Friends,"Beach Day Part 2 with cynch 
Transit Home to Sentosa",,Done
2021-08-23 11:00,30,Unclassified,Consume,Unclassified,Mobile,"Lovett or Leave It 
Beach Day Part 2 with cynch 
Ola Beach Club",,Done
2021-08-23 11:30,30,Unclassified,Consume,Unclassified,Podcast,"Lovett or Leave It 
Beach Day Part 2 with cynch 
Ola Beach Club",,Done
2021-08-23 12:00,30,Unclassified,Consume,Unclassified,Books,"Capital
Beach Day Part 2 with cynch 
Ola Beach Club",,Done
2021-08-23 12:30,30,Unclassified,Connect,Unclassified,Friends,"Beach Day Part 2 with cynch 
Ola Beach Club",,Done
2021-08-23 13:00,30,Unclassified,Consume,Unclassified,Podcast,"No Stupid Questions
Beach Day Part 2 with cynch 
Ola Beach Club",,Done
2021-08-23 13:30,30,Unclassified,Connect,Unclassified,Friends,"Beach Day Part 2 with cynch 
Ola Beach Club
Transit Sentosa to Home",,Done
2021-08-23 14:00,30,Unclassified,Consume,Unclassified,Podcast,"No Stupid Questions 
Transit Tiong Bahru to Home",,Done
2021-08-23 14:30,30,Unclassified,Consume,Unclassified,YouTube,"Stephen Colbert
Laundry, Chores",,Done
2021-08-23 15:00,30,Unclassified,Consume,Unclassified,Movies ,"Grey’s Anatomy
Packing and unpacking ",,Done
